key,repo,name
ipython:S4823,ipython,Using command line arguments is security-sensitive
ipython:S4828,ipython,Signaling processes is security-sensitive
ipython:S4829,ipython,Reading the Standard Input is security-sensitive
ipython:S4830,ipython,Server certificates should be verified during SSL/TLS connections
ipython:S5122,ipython,Having a permissive Cross-Origin Resource Sharing policy is security-sensitive
ipython:S5247,ipython,Disabling auto-escaping in template engines is security-sensitive
ipython:S5361,ipython,`str.replace` should be preferred to `re.sub`
ipython:S5806,ipython,Builtins should not be shadowed by local variables
ipython:S5807,ipython,"Only defined names should be listed in ""__all__"""
ipython:S5914,ipython,Assertions should not fail or succeed unconditionally
ipython:S5915,ipython,Assertions should not be made at the end of blocks expecting an exception
ipython:S5918,ipython,Tests should be skipped explicitly
ipython:S6321,ipython,Administration services access should be restricted to specific IP addresses
ipython:S6330,ipython,Using unencrypted SQS queues is security-sensitive
ipython:S6331,ipython,Regular expressions should not contain empty groups
ipython:S6332,ipython,Using unencrypted EFS file systems is security-sensitive
ipython:S6333,ipython,Creating public APIs is security-sensitive
ipython:S6560,ipython,"The ""safe"" flag should be set to ""False"" when serializing non-dictionary objects in Django JSON-encoded responses."
go:S103,go,Lines should not be too long
go:S104,go,Files should not have too many lines of code
go:S107,go,Functions should not have too many parameters
go:S108,go,Nested blocks of code should not be left empty
go:S1110,go,Redundant pairs of parentheses should be removed
go:S1134,go,"Track uses of ""FIXME"" tags"
go:S1135,go,"Track uses of ""TODO"" tags"
go:S1151,go,"""switch case"" clauses should not have too many lines"
go:S1192,go,String literals should not be duplicated
go:S126,go,"""if ... else if"" constructs should end with ""else"" clauses"
go:S131,go,"""switch"" statements should have ""default"" clauses"
go:S1314,go,Octal values should not be used
go:S134,go,"Control flow statements ""if"", ""for"" and ""switch"" should not be nested too deeply"
go:S1451,go,Track lack of copyright and license headers
go:S1479,go,"""switch"" statements should not have too many ""case"" clauses"
go:S1656,go,Variables should not be self-assigned
go:S1764,go,Identical expressions should not be used on both sides of a binary operator
go:S1862,go,"Related ""if/else if"" statements should not have the same condition"
go:S1871,go,Two branches in a conditional structure should not have exactly the same implementation
go:S1940,go,Boolean checks should not be inverted
go:S2260,go,Go parser failure
go:S3776,go,Cognitive Complexity of functions should not be too high
go:S4144,go,Functions should not have identical implementations
go:S4663,go,Multi-line comments should not be empty
go:S100,go,Function names should comply with a naming convention
go:S1067,go,Expressions should not be too complex
go:S1125,go,Boolean literals should not be redundant
go:S1145,go,"Useless ""if(true) {...}"" and ""if(false){...}"" blocks should be removed"
go:S117,go,Local variable and function parameter names should comply with a naming convention
go:S1186,go,Functions should not be empty
go:S122,go,Statements should be on separate lines
go:S138,go,Functions and methods should not have too many lines
go:S1763,go,All code should be reachable
go:S1821,go,"""switch"" statements should not be nested"
go:S2757,go,"Non-existent operators like ""=+"" should not be used"
go:S3923,go,All branches in a conditional structure should not have exactly the same implementation
kotlin:ParsingError,kotlin,Kotlin parser failure
kotlin:S100,kotlin,Function names should comply with a naming convention
kotlin:S101,kotlin,Class names should comply with a naming convention
kotlin:S103,kotlin,Lines should not be too long
kotlin:S104,kotlin,Files should not have too many lines of code
kotlin:S105,kotlin,Tabulation characters should not be used
kotlin:S107,kotlin,Functions should not have too many parameters
kotlin:S108,kotlin,Nested blocks of code should not be left empty
kotlin:S1110,kotlin,Redundant pairs of parentheses should be removed
kotlin:S1125,kotlin,Boolean literals should not be redundant
kotlin:S1128,kotlin,Unnecessary imports should be removed
kotlin:S1133,kotlin,Deprecated code should be removed
kotlin:S1134,kotlin,"Track uses of ""FIXME"" tags"
kotlin:S1135,kotlin,"Track uses of ""TODO"" tags"
kotlin:S1143,kotlin,"Jump statements should not occur in ""finally"" blocks"
kotlin:S1144,kotlin,"Unused ""private"" methods should be removed"
kotlin:S1145,kotlin,"Useless ""if(true) {...}"" and ""if(false){...}"" blocks should be removed"
kotlin:S117,kotlin,Local variable and function parameter names should comply with a naming convention
kotlin:S1172,kotlin,Unused function parameters should be removed
kotlin:S1192,kotlin,String literals should not be duplicated
kotlin:S122,kotlin,Statements should be on separate lines
kotlin:S1451,kotlin,Track lack of copyright and license headers
kotlin:S1479,kotlin,"""when"" statements should not have too many clauses"
kotlin:S1481,kotlin,Unused local variables should be removed
kotlin:S1656,kotlin,Variables should not be self-assigned
kotlin:S1763,kotlin,All code should be reachable
kotlin:S1764,kotlin,Identical expressions should not be used on both sides of a binary operator
kotlin:S1821,kotlin,"""when"" statements should not be nested"
kotlin:S1862,kotlin,"Related ""if/else if"" statements should not have the same condition"
kotlin:S1871,kotlin,Two branches in a conditional structure should not have exactly the same implementation
kotlin:S1874,kotlin,Code annotated as deprecated should not be used
kotlin:S1940,kotlin,Boolean checks should not be inverted
kotlin:S2053,kotlin,Password hashing functions should use an unpredictable salt
kotlin:S2068,kotlin,Hard-coded credentials are security-sensitive
kotlin:S2114,kotlin,Collections should not be passed as arguments to their own methods
kotlin:S2116,kotlin,"""hashCode"" and ""toString"" should not be called on array instances"
kotlin:S2175,kotlin,Inappropriate collection calls should not be made
kotlin:S2695,kotlin,"""PreparedStatement"" and ""ResultSet"" methods should be called with valid indices"
kotlin:S2757,kotlin,"Non-existent operators like ""=+"" should not be used"
kotlin:S3329,kotlin,Cipher Block Chaining IVs should be unpredictable
kotlin:S3353,kotlin,"""var"" should be ""val"" if local variable is never re-assigned"
kotlin:S3776,kotlin,Cognitive Complexity of functions should not be too high
kotlin:S3958,kotlin,Intermediate Sequence and Stream functions should not be left unused
kotlin:S4347,kotlin,Secure random number generators should not output predictable values
kotlin:S4507,kotlin,Delivering code in production with debug features activated is security-sensitive
kotlin:S5320,kotlin,Broadcasting intents is security-sensitive
kotlin:S5322,kotlin,Receiving intents is security-sensitive
kotlin:S5324,kotlin,Accessing Android external storage is security-sensitive
kotlin:S5332,kotlin,Using clear-text protocols is security-sensitive
kotlin:S5344,kotlin,Passwords should not be stored in plaintext or with a fast hashing algorithm
kotlin:S5612,kotlin,Lambdas should not have too many lines
kotlin:S5842,kotlin,Repeated patterns in regular expressions should not match the empty string
kotlin:S5843,kotlin,Regular expressions should not be too complicated
kotlin:S5846,kotlin,Empty lines should not be tested with regex MULTILINE flag
kotlin:S5850,kotlin,Alternatives in regular expressions should be grouped when used with anchors
kotlin:S5856,kotlin,Regular expressions should be syntactically valid
kotlin:S5857,kotlin,Character classes should be preferred over reluctant quantifiers in regular expressions
kotlin:S5867,kotlin,Unicode-aware versions of character classes should be preferred
kotlin:S5868,kotlin,Unicode Grapheme Clusters should be avoided inside regex character classes
kotlin:S5869,kotlin,Character classes in regular expressions should not contain the same character twice
kotlin:S6300,kotlin,Using unencrypted files in mobile applications is security-sensitive
kotlin:S6301,kotlin,Mobile database encryption keys should not be disclosed
kotlin:S6305,kotlin,"""MutableStateFlow"" and ""MutableSharedFlow"" should not be exposed"
kotlin:S6306,kotlin,Coroutine usage should adhere to structured concurrency principles
kotlin:S6307,kotlin,Suspending functions should be main-safe
kotlin:S6309,kotlin,Functions returning Flow/Channel should not be suspending
kotlin:S6310,kotlin,Dispatchers should be injectable
kotlin:S6311,kotlin,Suspending functions should not be called on a different dispatcher
kotlin:S6312,kotlin,"Extension functions on CoroutineScopes should not be declared as ""suspend"""
kotlin:S6313,kotlin,ViewModel classes should create coroutines
kotlin:S6314,kotlin,Flow intermediate operation results should not be left unused
kotlin:S6315,kotlin,"The return value of functions returning ""Deferred"" should be used"
kotlin:S6316,kotlin,Kotlin coroutines API for timeouts should be used
kotlin:S6318,kotlin,"""suspend"" modifier should not be redundant"
kotlin:S6362,kotlin,Enabling JavaScript support for WebViews is security-sensitive
kotlin:S6363,kotlin,Enabling file access for WebViews is security-sensitive
kotlin:S6432,kotlin,Counter Mode initialization vectors should not be reused
kotlin:S6508,kotlin,"""Unit"" should be used instead of ""Void"""
kotlin:S6514,kotlin,"Delegator pattern should use ""by"" clause"
kotlin:S6516,kotlin,Functional interface implementations should use lambda expressions
kotlin:S6524,kotlin,Collection should be immutable if contents is not changed
kotlin:S6526,kotlin,Abstract class should be interface
kotlin:S6527,kotlin,"Function chain using ""filter"" should be simplified"
kotlin:S6528,kotlin,"""find"" should be replaced with ""any"", ""none"" or ""contains"""
kotlin:S6529,kotlin,"Expression should be simplified with ""isEmpty"", ""isNotEmpty"" or ""isNullOrEmpty"""
kotlin:S6530,kotlin,Type casts and type checks that can never succeed should be removed
kotlin:S6531,kotlin,Redundant type casts should be removed
kotlin:S6532,kotlin,Check for preconditions should be simplified
kotlin:S6558,kotlin,"""It"" shouldn't be used as a lambda parameter name"
kotlin:S6623,kotlin,"""tasks.register()"" should be preferred over ""tasks.create()"""
kotlin:S6624,kotlin,Dependency versions shouldn't be hard-coded
kotlin:S6625,kotlin,"""rootProject.name"" should always be present in Gradle settings"
kotlin:S6626,kotlin,"Tasks should define ""description"" and ""group"""
kotlin:S6629,kotlin,Dependencies should be grouped by destination
kotlin:S6634,kotlin,Core plugins IDs should be replaced by their shortcuts
kotlin:S7409,kotlin,Exposing native code through JavaScript interfaces is security-sensitive
kotlin:S7435,kotlin,Processing persistent unique identifiers is security-sensitive
kotlin:S1066,kotlin,"Mergeable ""if"" statements should be combined"
kotlin:S1067,kotlin,Expressions should not be too complex
kotlin:S1151,kotlin,"""when"" clauses should not have too many lines of code"
kotlin:S1186,kotlin,Functions should not be empty
kotlin:S1206,kotlin,"""equals(Any?)"" and ""hashCode()"" should be overridden in pairs"
kotlin:S125,kotlin,Sections of code should not be commented out
kotlin:S126,kotlin,"""if ... else if"" constructs should end with ""else"" clauses"
kotlin:S1313,kotlin,Using hardcoded IP addresses is security-sensitive
kotlin:S134,kotlin,"Control flow statements ""if"", ""for"", ""while"", ""when"" and ""try"" should not be nested too deeply"
kotlin:S138,kotlin,Functions should not have too many lines of code
kotlin:S2097,kotlin,"""equals(other: Any?)"" should test the argument's type"
kotlin:S2122,kotlin,"""ScheduledThreadPoolExecutor"" should not have 0 core threads"
kotlin:S2123,kotlin,Values should not be uselessly incremented
kotlin:S2151,kotlin,"""runFinalizersOnExit"" should not be called"
kotlin:S2245,kotlin,Using pseudorandom number generators (PRNGs) is security-sensitive
kotlin:S3923,kotlin,All branches in a conditional structure should not have exactly the same implementation
kotlin:S3981,kotlin,Collection and array sizes comparisons should make sense
kotlin:S4144,kotlin,Functions should not have identical implementations
kotlin:S4423,kotlin,Weak SSL/TLS protocols should not be used
kotlin:S4426,kotlin,Cryptographic keys should be robust
kotlin:S4663,kotlin,Multi-line comments should not be empty
kotlin:S4738,kotlin,Native features should be preferred to Guava
kotlin:S4790,kotlin,Using weak hashing algorithms is security-sensitive
kotlin:S4830,kotlin,Server certificates should be verified during SSL/TLS connections
kotlin:S5527,kotlin,Server hostnames should be verified during SSL/TLS connections
kotlin:S5542,kotlin,Encryption algorithms should be used with secure mode and padding scheme
kotlin:S5547,kotlin,Cipher algorithms should be robust
kotlin:S6202,kotlin,"Operator ""is"" should be used instead of ""isInstance()"""
kotlin:S6207,kotlin,Redundant methods should be avoided in data classes
kotlin:S6218,kotlin,Equals method should be overridden in data classes containing array fields
kotlin:S6288,kotlin,Authorizing non-authenticated users to use keys in the Android KeyStore is security-sensitive
kotlin:S6291,kotlin,Using unencrypted databases in mobile applications is security-sensitive
kotlin:S6293,kotlin,Using biometric authentication without a cryptographic solution is security-sensitive
kotlin:S6474,kotlin,Using remote artifacts without authenticity and integrity checks is security-sensitive
kotlin:S6510,kotlin,"""return"" statements should be lifted before ""if"" or ""when"" statement"
kotlin:S6511,kotlin,"""when"" statements should be used instead of chained ""if"" statements"
kotlin:S6512,kotlin,Getter and setter pattern should use property getters and setters
kotlin:S6515,kotlin,Singleton pattern should use object declarations or expressions
kotlin:S6517,kotlin,Single function interfaces should be functional interfaces
kotlin:S6518,kotlin,Element access should use indexed access operators
kotlin:S6519,kotlin,"Structural equality tests should use ""=="" or ""!="""
kotlin:S6611,kotlin,"""Map"" values should be accessed safely"
kotlin:S6615,kotlin,Variables assigned values should be read
kotlin:S6619,kotlin,Null checks should be useful
kotlin:S6631,kotlin,Gradle settings file should always be present
kotlin:S7204,kotlin,Obfuscation should be enabled for release builds
kotlin:S7410,kotlin,Keyboard cache should be disabled for password inputs
kotlin:S7416,kotlin,Android production release targets should not be debuggable
kotlin:S899,kotlin,Return values should not be ignored when they contain the operation status code
cloudformation:S1135,cloudformation,"Track uses of ""TODO"" tags"
cloudformation:S2260,cloudformation,CloudFormation parsing failure
cloudformation:S4423,cloudformation,Weak SSL/TLS protocols should not be used
cloudformation:S5332,cloudformation,Using clear-text protocols is security-sensitive
cloudformation:S6245,cloudformation,Disabling server-side encryption of S3 buckets is security-sensitive
cloudformation:S6249,cloudformation,Authorizing HTTP communications with S3 buckets is security-sensitive
cloudformation:S6252,cloudformation,Disabling versioning of S3 buckets is security-sensitive
cloudformation:S6258,cloudformation,Disabling logging is security-sensitive
cloudformation:S6265,cloudformation,Granting access to S3 buckets to all or authenticated users is security-sensitive
cloudformation:S6270,cloudformation,Policies authorizing public access to resources are security-sensitive
cloudformation:S6273,cloudformation,AWS tag keys should comply with a naming convention
cloudformation:S6275,cloudformation,Using unencrypted EBS volumes is security-sensitive
cloudformation:S6281,cloudformation,Allowing public ACLs or policies on a S3 bucket is security-sensitive
cloudformation:S6295,cloudformation,"""Log Groups"" should be configured with a retention policy"
cloudformation:S6302,cloudformation,Policies granting all privileges are security-sensitive
cloudformation:S6303,cloudformation,Using unencrypted RDS DB resources is security-sensitive
cloudformation:S6304,cloudformation,Policies granting access to all resources of an account are security-sensitive
cloudformation:S6308,cloudformation,Using unencrypted Elasticsearch domains is security-sensitive
cloudformation:S6317,cloudformation,AWS IAM policies should limit the scope of permissions given
cloudformation:S6319,cloudformation,Using unencrypted SageMaker notebook instances is security-sensitive
cloudformation:S6321,cloudformation,Administration services access should be restricted to specific IP addresses
cloudformation:S6327,cloudformation,Using unencrypted SNS topics is security-sensitive
cloudformation:S6329,cloudformation,Allowing public network access to cloud resources is security-sensitive
cloudformation:S6330,cloudformation,Using unencrypted SQS queues is security-sensitive
cloudformation:S6332,cloudformation,Using unencrypted EFS file systems is security-sensitive
cloudformation:S6333,cloudformation,Creating public APIs is security-sensitive
cloudformation:S6364,cloudformation,Defining a short backup retention duration is security-sensitive
cloudformation:S7452,cloudformation,AWS resource tags should have valid format
cloudformation:S6294,cloudformation,"""Log Groups"" should be declared explicitly"
vbnet:S1110,vbnet,Redundant pairs of parentheses should be removed
vbnet:S1123,vbnet,"""Obsolete"" attributes should include explanations"
vbnet:S1125,vbnet,Boolean literals should not be redundant
vbnet:S1133,vbnet,Deprecated code should be removed
vbnet:S1134,vbnet,"Track uses of ""FIXME"" tags"
vbnet:S1135,vbnet,"Track uses of ""TODO"" tags"
vbnet:S1147,vbnet,"""End"" statements should not be used"
vbnet:S1172,vbnet,Unused procedure parameters should be removed
vbnet:S1479,vbnet,"""Select Case"" statement with many ""Case"" clauses should have only one statement"
vbnet:S1481,vbnet,Unused local variables should be removed
vbnet:S1821,vbnet,"""Select Case"" statements should not be nested"
vbnet:S1862,vbnet,"Related ""If/ElseIf"" statements should not have the same condition"
vbnet:S1940,vbnet,Boolean checks should not be inverted
vbnet:S1944,vbnet,Invalid casts should be avoided
vbnet:S2225,vbnet,"""ToString()"" method should not return Nothing"
vbnet:S2234,vbnet,Arguments should be passed in the same order as the procedure parameters
vbnet:S2339,vbnet,Public constant members should not be used
vbnet:S2340,vbnet,"""Do"" loops should not be used without a ""While"" or ""Until"" condition"
vbnet:S2342,vbnet,Enumeration types should comply with a naming convention
vbnet:S2343,vbnet,Enumeration values should comply with a naming convention
vbnet:S2344,vbnet,"Enumeration type names should not have ""Flags"" or ""Enum"" suffixes"
vbnet:S2345,vbnet,Flags enumerations should explicitly initialize all their members
vbnet:S2346,vbnet,"Flags enumerations zero-value members should be named ""None"""
vbnet:S2347,vbnet,Event handlers should comply with a naming convention
vbnet:S2348,vbnet,Events should comply with a naming convention
vbnet:S2349,vbnet,"Event names should not have ""Before"" or ""After"" as a prefix or suffix"
vbnet:S2352,vbnet,Indexed properties with more than one parameter should not be used
vbnet:S2354,vbnet,Line continuations should not be used
vbnet:S2355,vbnet,Array literals should be used instead of array creation expressions
vbnet:S2357,vbnet,Fields should be private
vbnet:S2358,vbnet,"""IsNot"" should be used instead of ""Not ... Is ..."""
vbnet:S2359,vbnet,"""On Error"" statements should not be used"
vbnet:S2387,vbnet,Child class fields should not shadow parent class fields
vbnet:S2692,vbnet,"""IndexOf"" checks should not be for positive numbers"
vbnet:S2951,vbnet,"""Exit Select"" statements should not be used redundantly"
vbnet:S3358,vbnet,If operators should not be nested
vbnet:S3431,vbnet,"""[ExpectedException]"" should not be used"
vbnet:S3449,vbnet,Right operands of shift operators should be integers
vbnet:S3598,vbnet,"One-way ""OperationContract"" methods should have ""void"" return type"
vbnet:S3776,vbnet,Cognitive Complexity of methods should not be too high
vbnet:S3898,vbnet,"Value types should implement ""IEquatable<T>"""
vbnet:S4060,vbnet,Non-abstract attributes should be sealed
vbnet:S4201,vbnet,"Null checks should not be combined with ""TypeOf Is"" operator checks"
vbnet:S4507,vbnet,Delivering code in production with debug features activated is security-sensitive
vbnet:S5042,vbnet,Expanding archive files without controlling resource consumption is security-sensitive
vbnet:S5659,vbnet,JWT should be signed and verified with strong cipher algorithms
vbnet:S5856,vbnet,Regular expressions should be syntactically valid
vbnet:S6145,vbnet,"""Option Strict"" should be enabled"
vbnet:S6146,vbnet,"""Option Explicit"" should be enabled"
vbnet:S6513,vbnet,"""ExcludeFromCodeCoverage"" attributes should include a justification"
vbnet:S6930,vbnet,Backslash should be avoided in route templates
vbnet:S6931,vbnet,"ASP.NET controller actions should not have a route template starting with ""/"""
vbnet:S103,vbnet,Lines should not be too long
vbnet:S104,vbnet,Files should not have too many lines of code
vbnet:S1048,vbnet,Finalize method should not throw exceptions
vbnet:S105,vbnet,Tabulation characters should not be used
vbnet:S1066,vbnet,"Mergeable ""if"" statements should be combined"
vbnet:S1067,vbnet,Expressions should not be too complex
vbnet:S107,vbnet,Procedures should not have too many parameters
vbnet:S108,vbnet,Nested blocks of code should not be left empty
vbnet:S112,vbnet,General or reserved exceptions should never be thrown
vbnet:S1151,vbnet,"""Select...Case"" clauses should not have too many lines of code"
vbnet:S1155,vbnet,"""Any()"" should be used to test for emptiness"
vbnet:S1163,vbnet,Exceptions should not be thrown in finally blocks
vbnet:S1186,vbnet,Methods should not be empty
vbnet:S122,vbnet,Statements should be on separate lines
vbnet:S126,vbnet,"""If ... ElseIf"" constructs should end with ""Else"" clauses"
vbnet:S1301,vbnet,"""Select"" statements should have at least 3 ""Case"" clauses"
vbnet:S131,vbnet,"""Select"" statements should end with a ""Case Else"" clause"
vbnet:S134,vbnet,"Control flow statements ""If"", ""For"", ""For Each"", ""Do"", ""While"", ""Select"" and ""Try"" should not be nested too deeply"
vbnet:S138,vbnet,Procedures should not have too many lines of code
vbnet:S139,vbnet,Comments should not be located at the end of lines of code
vbnet:S1541,vbnet,"Functions, procedures and properties should not be too complex"
vbnet:S1542,vbnet,Functions and procedures should comply with a naming convention
vbnet:S1654,vbnet,Method parameters should follow a naming convention
vbnet:S1656,vbnet,Variables should not be self-assigned
vbnet:S1659,vbnet,Multiple variables should not be declared on the same line
vbnet:S2068,vbnet,Hard-coded credentials are security-sensitive
vbnet:S2077,vbnet,Formatting SQL queries is security-sensitive
vbnet:S2257,vbnet,Using non-standard cryptographic algorithms is security-sensitive
vbnet:S2360,vbnet,Optional parameters should not be used
vbnet:S2362,vbnet,Private constants should comply with a naming convention
vbnet:S2363,vbnet,"""Private Shared ReadOnly"" fields should comply with a naming convention"
vbnet:S2364,vbnet,"""Private"" fields should comply with a naming convention"
vbnet:S2365,vbnet,Properties should not make collection or array copies
vbnet:S2366,vbnet,Properties should comply with a naming convention
vbnet:S2367,vbnet,Non-private constants should comply with a naming convention
vbnet:S2368,vbnet,Public methods should not have multidimensional array parameters
vbnet:S2369,vbnet,Non-private fields should comply with a naming convention
vbnet:S2370,vbnet,"Non-private ""Shared ReadOnly"" fields should comply with a naming convention"
vbnet:S2372,vbnet,Exceptions should not be thrown from property getters
vbnet:S2373,vbnet,Generic type parameter names should comply with a naming convention
vbnet:S2374,vbnet,Signed types should be preferred to unsigned ones
vbnet:S2375,vbnet,"""With"" statements should be used for a series of calls to the same object"
vbnet:S2376,vbnet,Write-only properties should not be used
vbnet:S2757,vbnet,"Non-existent operators like ""=+"" should not be used"
vbnet:S2925,vbnet,"""Thread.Sleep"" should not be used in tests"
vbnet:S3363,vbnet,Date and time should not be used as a type for primary keys
vbnet:S3453,vbnet,"Classes should not have only ""private"" constructors"
vbnet:S3464,vbnet,Type inheritance should not be recursive
vbnet:S3466,vbnet,"Optional parameters should be passed to ""base"" calls"
vbnet:S3603,vbnet,"Methods with ""Pure"" attribute should return a value"
vbnet:S3903,vbnet,Types should be defined in named namespaces
vbnet:S3904,vbnet,Assemblies should have version information
vbnet:S3923,vbnet,All branches in a conditional structure should not have exactly the same implementation
vbnet:S3926,vbnet,"Deserialization methods should be provided for ""OptionalField"" members"
vbnet:S3927,vbnet,Serialization event handlers should be implemented correctly
vbnet:S4136,vbnet,Method overloads should be grouped together
vbnet:S4210,vbnet,Windows Forms entry points should be marked with STAThread
vbnet:S4423,vbnet,Weak SSL/TLS protocols should not be used
vbnet:S4428,vbnet,"""PartCreationPolicyAttribute"" should be used with ""ExportAttribute"""
vbnet:S4545,vbnet,"""DebuggerDisplayAttribute"" strings should reference existing members"
vbnet:S4663,vbnet,Comments should not be empty
vbnet:S4790,vbnet,Using weak hashing algorithms is security-sensitive
vbnet:S4792,vbnet,Configuring loggers is security-sensitive
vbnet:S5542,vbnet,Encryption algorithms should be used with secure mode and padding scheme
vbnet:S5547,vbnet,Cipher algorithms should be robust
vbnet:S5693,vbnet,Allowing requests with excessive content length is security-sensitive
vbnet:S5753,vbnet,"Disabling ASP.NET ""Request Validation"" feature is security-sensitive"
vbnet:S6602,vbnet,"""Find"" method should be used instead of the ""FirstOrDefault"" extension"
vbnet:S6603,vbnet,"The collection-specific ""TrueForAll"" method should be used instead of the ""All"" extension"
vbnet:S6605,vbnet,"Collection-specific ""Exists"" method should be used instead of the ""Any"" extension"
vbnet:S6607,vbnet,"The collection should be filtered before sorting by using ""Where"" before ""OrderBy"""
vbnet:S6608,vbnet,"Prefer indexing instead of ""Enumerable"" methods on types implementing ""IList"""
vbnet:S6609,vbnet,"""Min/Max"" properties of ""Set"" types should be used instead of the ""Enumerable"" extension methods"
vbnet:S6610,vbnet,"""StartsWith"" and ""EndsWith"" overloads that take a ""char"" should be used instead of the ones that take a ""string"""
vbnet:S6612,vbnet,"The lambda parameter should be used instead of capturing arguments in ""ConcurrentDictionary"" methods"
vbnet:S6613,vbnet,"""First"" and ""Last"" properties of ""LinkedList"" should be used instead of the ""First()"" and ""Last()"" extension methods"
vbnet:S6617,vbnet,"""Contains"" should be used instead of ""Any"" for simple equality checks"
vbnet:S907,vbnet,"""GoTo"" statements should not be used"
vbnet:S927,vbnet,Parameter names should match base declaration
vbnet:S101,vbnet,Class names should comply with a naming convention
vbnet:S1075,vbnet,URIs should not be hardcoded
vbnet:S114,vbnet,Interface names should comply with a naming convention
vbnet:S117,vbnet,Local variable names should comply with a naming convention
vbnet:S119,vbnet,Generic type parameter names should comply with a naming convention
vbnet:S1192,vbnet,String literals should not be duplicated
vbnet:S1197,vbnet,"Array designators ""()"" should be on the type, not the variable"
vbnet:S1226,vbnet,Method parameters and caught exceptions should not be reassigned
vbnet:S1313,vbnet,Using hardcoded IP addresses is security-sensitive
vbnet:S1451,vbnet,Track lack of copyright and license headers
vbnet:S1643,vbnet,"Strings should not be concatenated using ""+"" or ""&"" in a loop"
vbnet:S1645,vbnet,"The ""&"" operator should be used to concatenate strings"
vbnet:S1751,vbnet,Loops with at most one iteration should be refactored
vbnet:S1764,vbnet,Identical expressions should not be used on both sides of a binary operator
vbnet:S1871,vbnet,Two branches in a conditional structure should not have exactly the same implementation
vbnet:S2166,vbnet,"Classes named like ""Exception"" should extend ""Exception"" or a subclass"
vbnet:S2178,vbnet,Short-circuit logic should be used in boolean contexts
vbnet:S2302,vbnet,"""NameOf"" should be used"
vbnet:S2304,vbnet,Namespace names should comply with a naming convention
vbnet:S2429,vbnet,"Arrays should be initialized using the ""... = {}"" syntax"
vbnet:S2437,vbnet,Unnecessary bit operations should not be performed
vbnet:S2551,vbnet,Shared resources should not be used for locking
vbnet:S2612,vbnet,Setting loose POSIX file permissions is security-sensitive
vbnet:S2737,vbnet,"""catch"" clauses should do more than rethrow"
vbnet:S2761,vbnet,'Not' boolean operator should not be repeated
vbnet:S3011,vbnet,"Reflection should not be used to increase accessibility of classes, methods, or fields"
vbnet:S3385,vbnet,"""Exit"" statements should not be used"
vbnet:S3860,vbnet,"""ByVal"" should not be used"
vbnet:S3871,vbnet,"Exception types should be ""Public"""
vbnet:S3878,vbnet,Arrays should not be created for ParamArray parameters
vbnet:S3884,vbnet,"""CoSetProxyBlanket"" and ""CoInitializeSecurity"" should not be used"
vbnet:S3889,vbnet,"""Thread.Resume"" and ""Thread.Suspend"" should not be used"
vbnet:S3990,vbnet,Assemblies should be marked as CLS compliant
vbnet:S3992,vbnet,Assemblies should explicitly specify COM visibility
vbnet:S3998,vbnet,Threads should not lock on objects with weak identity
vbnet:S4025,vbnet,Child class fields should not differ from parent class fields only by capitalization
vbnet:S4036,vbnet,Searching OS commands in PATH is security-sensitive
vbnet:S4143,vbnet,Map values should not be replaced unconditionally
vbnet:S4144,vbnet,Methods should not have identical implementations
vbnet:S4159,vbnet,"Classes should implement their ""ExportAttribute"" interfaces"
vbnet:S4225,vbnet,"Extension methods should not extend ""Object"""
vbnet:S4260,vbnet,"""ConstructorArgument"" parameters should exist in constructors"
vbnet:S4581,vbnet,"""new Guid()"" should not be used"
vbnet:S4583,vbnet,"Calls to delegate's method ""BeginInvoke"" should be paired with calls to ""EndInvoke"""
vbnet:S4586,vbnet,"Non-async ""Task/Task<T>"" methods should not return null"
vbnet:S4830,vbnet,Server certificates should be verified during SSL/TLS connections
vbnet:S5443,vbnet,Using publicly writable directories is security-sensitive
vbnet:S5445,vbnet,Insecure temporary file creation methods should not be used
vbnet:S5944,vbnet,"""Return"" statements should be used instead of assigning values to function names"
vbnet:S6354,vbnet,Use a testable date/time provider
vbnet:S6444,vbnet,Not specifying a timeout for regular expressions is security-sensitive
vbnet:S6561,vbnet,"Avoid using ""DateTime.Now"" for benchmarking or timing operations"
vbnet:S6562,vbnet,"Always set the ""DateTimeKind"" when creating new ""DateTime"" instances"
vbnet:S6563,vbnet,Use UTC when recording DateTime instants
vbnet:S6566,vbnet,"Use ""DateTimeOffset"" instead of ""DateTime"""
vbnet:S6580,vbnet,Use a format provider when parsing date and time
vbnet:S6585,vbnet,Don't hardcode the format when turning dates and times to strings
vbnet:S6588,vbnet,"Use the ""UnixEpoch"" field instead of creating ""DateTime"" instances that point to the beginning of the Unix epoch"
vbnet:S2094,vbnet,Classes should not be empty
vbnet:S3063,vbnet,"""StringBuilder"" data should be used"
vbnet:S3866,vbnet,"""IIf"" should not be used"
vbnet:S3869,vbnet,"""SafeHandle.DangerousGetHandle"" should not be called"
vbnet:S3981,vbnet,Collection sizes and array length comparisons should make sense
vbnet:S4275,vbnet,Property procedures should access the expected fields
vbnet:S4277,vbnet,"""Shared"" parts should not be created with ""new"""
vbnet:S6575,vbnet,"Use ""TimeZoneInfo.FindSystemTimeZoneById"" without converting the timezones with ""TimezoneConverter"""
typescript:S1131,typescript,Lines should not end with trailing whitespaces
typescript:S1134,typescript,"Track uses of ""FIXME"" tags"
typescript:S1135,typescript,"Track uses of ""TODO"" tags"
